ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo ,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA
189,F       ,178.946,25,UNV     ,CAS     ,16,93,SANTIAGO        ,0,247.290,0,0,46,0,0,1,2.600.000,SI,FUGA
190,M       ,728.288,46,UNV     ,SEP     ,118,93,SANTIAGO        ,295.430,435.461,0,0,2.124,391,0,3,6.300.000,NO,FUGA
191,F       ,2.441.832,37,TEC     ,VIU     ,64,314,COYHAIQUE       ,30.169,93.461,0,268.987,1.221,1.523,108,3,650.000,SI,NO FUGA
192,M       ,158.529,52,UNV     ,CAS     ,52,80,SANTIAGO        ,0,126.951,0,6.603,1.196,0,0,2,1.000.000,NO,FUGA
193,F       ,412.466,49,MED     ,CAS     ,80,81,SANTIAGO        ,0,18.270,0,101.926,175,0,0,1,1.900.000,NO,FUGA
194,F       ,6.705.581,38,TEC     ,SOL     ,74,272,VALDIVIA        ,1.634.772,15.162,0,0,1.609,7.779,0,1,8.000.000,NO,NO FUGA
195,M       ,346.446,48,UNV     ,CAS     ,108,115,SANTIAGO        ,0,137.159,0,0,423,0,0,3,1.300.000,NO,FUGA
196,F       ,503.224,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,1.008.654,0,0,249,0,10.107,2,6.500.000,NO,FUGA
197,M       ,48.394,42,UNV     ,CAS     ,55,90,SANTIAGO        ,351.789,165.072,0,4.373.339,276,135,664,2,4.500.000,NO,FUGA
198,M       ,174.103,47,UNV     ,CAS     ,138,1,ARICA           ,0,5.495.534,0,928.904,627,42.041,3.504,2,6.800.000,NO,FUGA
199,M       ,560.802,40,UNV     ,CAS     ,138,1,ARICA           ,0,258.590,0,0,87,0,0,1,2.000.000,NO,FUGA
200,M       ,762.229,36,MED     ,CAS     ,30,98,SANTIAGO        ,0,840.568,0,265.619,0,0,9.957,0,5.200.000,NO,NO FUGA
201,M       ,337.668,46,UNV     ,CAS     ,138,1,ARICA           ,712.582,344.138,0,86.736,1.592,3.653,1.299,2,6.000.000,NO,FUGA
202,M       ,33.931,42,UNV     ,CAS     ,130,111,SANTIAGO        ,0,9.579,0,13.631,161,0,240,1,2.200.000,NO,FUGA
203,F       ,57.478,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,258.344,0,0,3,0,527,2,1.400.000,NO,FUGA
204,M       ,39.703,41,UNV     ,CAS     ,55,90,SANTIAGO        ,27.167,90.141,0,62.792,286,0,507,1,6.100.000,NO,FUGA
205,F       ,107.808,52,UNV     ,CAS     ,37,80,SANTIAGO        ,0,220.775,0,27.448,0,0,11,1,1.500.000,NO,FUGA
206,F       ,6.326.894,35,TEC     ,VIU     ,88,67,VINA DEL MAR    ,0,0,0,0,7,0,0,1,5.900.000,NO,NO FUGA
207,M       ,60.194,52,UNV     ,CAS     ,55,90,SANTIAGO        ,582.932,59.385,466.865,0,1.526,0,1.281,1,1.600.000,NO,FUGA
208,M       ,966.367,54,TEC     ,CAS     ,27,226,CONCEPCION      ,0,187.082,0,0,0,0,2,1,8.000.000,NO,FUGA
209,M       ,170.179,37,UNV     ,CAS     ,90,84,SANTIAGO        ,0,285.650,0,0,18,0,0,1,1.600.000,NO,NO FUGA
210,M       ,1.035.383,50,UNV     ,SOL     ,138,1,ARICA           ,2.172.015,8.187,0,1.026.835,2.974,0,591,3,1.000.000,NO,FUGA
211,F       ,4.453,43,TEC     ,SOL     ,90,89,SANTIAGO        ,0,195.766,0,116,162,0,22.933,1,5.100.000,SI,NO FUGA
212,M       ,854.936,40,TEC     ,CAS     ,12,13,CALAMA          ,0,737.785,0,0,1.322,0,0,2,550.000,NO,NO FUGA
213,F       ,142.807,48,MED     ,CAS     ,24,87,SANTIAGO        ,0,0,0,201.033,0,0,310,0,2.700.000,NO,NO FUGA
214,F       ,516.383,32,MED     ,CAS     ,94,301,ANCUD           ,0,9.667,0,161.721,110,0,144,1,2.100.000,NO,NO FUGA
215,M       ,575.653,38,TEC     ,CAS     ,30,100,SANTIAGO        ,0,53.779,237.357,0,4,802,116,1,1.900.000,NO,NO FUGA
216,M       ,2.034.861,42,UNV     ,CAS     ,55,90,SANTIAGO        ,1.102.292,522.472,0,0,2.272,37.371,0,1,3.800.000,NO,FUGA
217,M       ,88.686,47,UNV     ,SOL     ,84,88,SANTIAGO        ,0,346.716,0,59.665,0,4.455,1,1,7.000.000,NO,FUGA
218,M       ,286.587,46,UNV     ,,31,119,SANTIAGO        ,0,4.857,0,306.010,411,0,341,1,1.900.000,NO,FUGA
219,M       ,5.041.906,41,UNV     ,CAS     ,55,90,SANTIAGO        ,0,172.422,0,0,63,2.007,0,1,8.000.000,NO,FUGA
220,M       ,90.730,48,MED     ,SOL     ,52,93,SANTIAGO        ,0,28.721,0,472.837,313,0,499,1,3.500.000,SI,FUGA
221,M       ,53.401,43,MED     ,CAS     ,90,108,SANTIAGO        ,0,285.384,0,130.198,486,0,64,3,1.800.000,NO,FUGA
222,F       ,49.585,44,MED     ,SOL     ,13,16,ANTOFAGASTA     ,0,225.390,0,0,1,0,1.147,1,8.000.000,SI,NO FUGA
223,M       ,19.962,45,MED     ,CAS     ,55,90,SANTIAGO        ,0,1.083.274,0,220.440,0,957,0,1,8.000.000,NO,FUGA
224,M       ,362.175,32,UNV     ,SOL     ,42,31,COQUIMBO        ,0,330.962,0,0,774,1.087,0,1,1.200.000,NO,NO FUGA
225,M       ,52.979,55,TEC     ,SOL     ,27,226,CONCEPCION      ,0,48.745,1.586.238,449.573,11,0,59,1,3.600.000,NO,FUGA
226,M       ,844.953,36,MED     ,SOL     ,22,1,ARICA           ,0,318.353,0,843.035,166,0,17,1,6.400.000,SI,NO FUGA
227,F       ,29.844,47,MED     ,SOL     ,90,93,SANTIAGO        ,0,87.724,0,23.882,25,0,1,1,4.700.000,SI,NO FUGA
228,M       ,99.917,49,UNV     ,SOL     ,138,1,ARICA           ,0,442.829,0,87.393,50,125,82,1,2.500.000,NO,FUGA
229,F       ,577.642,56,TEC     ,CAS     ,90,85,SANTIAGO        ,245.238,42.270,1.152.064,0,241,0,0,3,800.000,NO,NO FUGA
230,F       ,469.305,48,UNV     ,CAS     ,31,119,SANTIAGO        ,0,0,0,0,0,0,2.202,1,2.000.000,SI,FUGA
231,F       ,95.805,26,TEC     ,SOL     ,128,88,SANTIAGO        ,0,8.519,0,167.027,61,0,18,1,1.700.000,NO,NO FUGA
232,F       ,113.789,47,UNV     ,SEP     ,15,67,VINA DEL MAR    ,0,42.726,0,573.291,62,0,288,1,4.900.000,NO,NO FUGA
233,M       ,149.825,46,MED     ,SOL     ,70,265,LONCOCHE        ,0,665.833,0,269.051,0,0,2.436,0,8.000.000,NO,NO FUGA
234,F       ,489.438,35,UNV     ,SOL     ,107,164,CURICO          ,0,1.059.399,0,0,2,0,0,1,1.300.000,NO,NO FUGA
235,F       ,6.335.996,24,TEC     ,SEP     ,118,86,SANTIAGO        ,0,351.001,0,13.945,0,0,3,0,3.100.000,NO,NO FUGA
236,M       ,7.091.284,42,UNV     ,CAS     ,55,90,SANTIAGO        ,624.080,327.164,0,47,5.223,0,4.208,1,1.700.000,SI,FUGA
237,M       ,1.538.618,47,UNV     ,SOL     ,138,1,ARICA           ,0,0,0,349.827,6.304,5.721,102,2,5.500.000,NO,FUGA
238,M       ,194.549,52,MED     ,SOL     ,138,1,ARICA           ,0,0,0,0,481,13.311,0,1,5.500.000,NO,FUGA
239,,69.049,38,MED     ,CAS     ,129,88,SANTIAGO        ,0,952.303,0,0,8,0,15,2,8.000.000,SI,NO FUGA
240,F       ,4.040.059,31,TEC     ,CAS     ,68,213,LOS ANGELES     ,0,193.397,0,0,0,0,0,0,1.500.000,NO,NO FUGA
241,F       ,2.953.059,44,UNV     ,CAS     ,102,88,SANTIAGO        ,0,11.375,0,291.669,144,0,97,1,2.500.000,SI,FUGA
242,M       ,999.313,44,MED     ,SOL     ,31,119,SANTIAGO        ,0,19.057,0,785.470,143,0,832,2,5.100.000,NO,FUGA
243,F       ,226.297,53,MED     ,CAS     ,138,1,ARICA           ,0,801.306,0,0,156,0,0,1,3.100.000,NO,FUGA
244,F       ,3.711.772,44,UNV     ,CAS     ,31,119,SANTIAGO        ,0,51.685,0,0,0,26.131,0,1,5.000.000,NO,FUGA
245,F       ,523,59,TEC     ,SOL     ,55,93,SANTIAGO        ,0,781.337,0,0,43,7.476,68,1,4.100.000,NO,NO FUGA
246,M       ,729.041,53,TEC     ,SOL     ,76,80,SANTIAGO        ,0,20.449,0,0,118,0,0,1,5.700.000,NO,FUGA
247,M       ,1.266.030,42,UNV     ,CAS     ,55,90,SANTIAGO        ,0,117.337,0,210.451,18,16.946,107,1,2.400.000,NO,FUGA
248,F       ,436.935,55,MED     ,CAS     ,57,112,SANTIAGO        ,0,153.543,0,15.619,0,0,82,0,1.900.000,NO,NO FUGA
249,F       ,23.049,41,TEC     ,SEP     ,34,29,LA SERENA       ,698.778,483.938,0,17.025,2.142,10.396,181,3,2.000.000,NO,NO FUGA
250,F       ,113.399,38,UNV     ,CAS     ,30,98,SANTIAGO        ,0,0,0,0,362,2.194,0,1,1.200.000,NO,NO FUGA
251,M       ,54.965,45,UNV     ,SOL     ,31,119,SANTIAGO        ,0,0,0,0,0,0,0,1,5.000.000,NO,FUGA
252,F       ,4.430,51,MED     ,SOL     ,50,98,SANTIAGO        ,0,402.896,0,0,0,25.937,358,0,6.200.000,SI,NO FUGA
253,M       ,8.975,47,UNV     ,SOL     ,51,90,SANTIAGO        ,0,680.795,0,168.240,0,0,6,0,1.300.000,NO,NO FUGA
254,F       ,4.889.897,33,TEC     ,SOL     ,49,103,SANTIAGO        ,0,171.246,0,102.880,0,0,519,0,1.100.000,NO,NO FUGA
255,M       ,601.643,29,MED     ,CAS     ,20,49,LOS ANDES       ,0,172.099,0,0,79,308,0,2,3.700.000,NO,NO FUGA
256,M       ,111.856,43,UNV     ,CAS     ,31,119,SANTIAGO        ,0,340.953,0,0,25,0,12,2,3.700.000,NO,FUGA
257,M       ,182.901,47,UNV     ,CAS     ,138,1,ARICA           ,0,0,0,0,2.959,345,3,3,800.000,NO,FUGA
258,F       ,79.682,52,MED     ,VIU     ,24,88,SANTIAGO        ,0,861.930,263.371,0,26,0,2.130,1,1.400.000,NO,NO FUGA
259,M       ,170.122,31,TEC     ,CAS     ,44,176,SAN CLEMENTE    ,0,83.271,0,4.424,198,0,240,1,2.400.000,SI,NO FUGA
260,M       ,582.136,40,UNV     ,SOL     ,138,1,ARICA           ,0,493.940,0,2.387.985,0,20.962,1.378,1,8.000.000,NO,FUGA
261,M       ,15.391,34,UNV     ,CAS     ,123,105,SANTIAGO        ,0,120.271,0,0,20,1.546,0,1,6.000.000,NO,NO FUGA
262,M       ,290.450,40,UNV     ,SOL     ,138,1,ARICA           ,270.066,0,0,0,4,0,0,1,1.600.000,NO,FUGA
263,M       ,1.242.534,39,MED     ,CAS     ,151,226,CONCEPCION      ,0,20.945,647.916,128.039,321,0,7.540,2,8.000.000,SI,NO FUGA
264,F       ,91.397,49,MED     ,CAS     ,45, ,                ,0,58.355,0,0,33,19.746,0,1,6.500.000,NO,NO FUGA
265,M       ,45.088,50,UNV     ,CAS     ,47,80,SANTIAGO        ,0,99.321,0,229.889,281,0,0,2,1.300.000,NO,FUGA
266,M       ,552.141,41,TEC     ,CAS     ,122,95,SANTIAGO        ,0,570.441,0,0,361,0,0,2,3.900.000,NO,NO FUGA
267,M       ,232.864,52,TEC     ,SOL     ,138,1,ARICA           ,11.931,104,0,475.835,304,0,225,1,1.700.000,NO,FUGA
268,F       ,1.038.482,47,TEC     ,CAS     ,39,82,SANTIAGO        ,0,74.708,0,445.501,400,0,1.883,3,4.200.000,NO,NO FUGA
269,M       ,407.430,40,UNV     ,CAS     ,138,1,ARICA           ,0,69.132,0,0,3,0,0,1,5.100.000,NO,FUGA
270,F       ,395.930,42,TEC     ,CAS     ,27,226,CONCEPCION      ,260.917,93.484,0,79.349,990,0,0,1,3.800.000,SI,NO FUGA
271,M       ,31.383,40,UNV     ,CAS     ,138,1,ARICA           ,1.274.200,53.430,0,516.030,923,0,324,2,6.900.000,NO,FUGA
272,F       ,1.739.114,43,MED     ,CAS     ,92,117,SANTIAGO        ,0,0,0,0,140,0,473,3,8.000.000,NO,NO FUGA
273,M       ,681.128,53,UNV     ,CAS     ,27,226,CONCEPCION      ,525.237,158.643,0,638.252,1.370,0,280,2,1.300.000,SI,FUGA
274,F       ,4.493.663,32,MED     ,SOL     ,64,314,COYHAIQUE       ,1.015.970,39.498,0,52,594,0,0,1,2.300.000,SI,NO FUGA
275,M       ,3.081.114,41,MED     ,CAS     ,103,93,SANTIAGO        ,237.222,229.722,0,228.721,546,0,41,2,1.200.000,NO,FUGA
276,F       ,729.324,44,UNV     ,CAS     ,31,119,SANTIAGO        ,1.063.366,95.098,0,398.328,292,0,144,1,1.500.000,SI,FUGA
277,F       ,248.181,38,MED     ,SOL     ,66,253,TEMUCO          ,0,0,0,0,3,0,0,1,1.700.000,NO,NO FUGA
278,F       ,21.951,50,MED     ,SOL     ,56,131,RANCAGUA        ,0,194.419,0,0,89,0,0,1,4.100.000,SI,NO FUGA
279,M       ,10.834,32,TEC     ,CAS     ,42,31,COQUIMBO        ,0,198.030,0,0,504,2.265,0,1,1.200.000,NO,NO FUGA
280,M       ,187.937,35,UNV     ,CAS     ,90, ,                ,0,0,0,0,1.025,6.588,0,1,1.200.000,NO,NO FUGA
281,M       ,31.507,58,MED     ,CAS     ,38,104,SANTIAGO        ,0,432.292,0,0,0,0,7.928,1,1.900.000,NO,FUGA
282,M       ,3.944.117,42,UNV     ,CAS     ,138,87,SANTIAGO        ,0,224.213,0,292.714,136,9.407,639,1,3.500.000,NO,FUGA
283,M       ,868.579,56,MED     ,SOL     ,51,88,SANTIAGO        ,4.002.474,1.410.172,0,75.207,0,0,0,0,5.500.000,NO,NO FUGA
284,M       ,21.237,41,MED     ,CAS     ,31,119,SANTIAGO        ,0,113.314,0,0,32,824,0,1,3.300.000,NO,FUGA
285,M       ,595.891,47,UNV     ,CAS     ,48,87,SANTIAGO        ,0,522.171,0,0,363,0,0,1,3.200.000,NO,FUGA
286,F       ,441.388,55,UNV     ,CAS     ,74,272,VALDIVIA        ,0,610.469,0,0,721,0,0,2,2.600.000,NO,NO FUGA
287,F       ,447.633,57,TEC     ,CAS     ,107,86,SANTIAGO        ,0,1.623.412,0,957.475,4.271,1.607,8.090,1,3.100.000,NO,NO FUGA
288,F       ,43.060,45,TEC     ,SEP     ,16,313,PALENA          ,321.053,40.620,0,0,284,0,0,1,900.000,SI,NO FUGA
289,F       ,726.731,48,UNV     ,CAS     ,31,119,SANTIAGO        ,0,392.080,0,0,626,0,0,1,3.400.000,NO,FUGA
290,M       ,365.451,45,UNV     ,CAS     ,84,103,SANTIAGO        ,0,277.439,0,653,0,8.051,1,1,3.800.000,NO,FUGA
291,F       ,36.358,38,MED     ,VIU     ,66,253,TEMUCO          ,0,185.469,0,0,90,566,169,1,900.000,NO,NO FUGA
292,F       ,1.937.715,40,TEC     ,VIU     ,60,284,OSORNO          ,0,8.604,0,490.574,836,0,1.495,1,3.600.000,NO,NO FUGA
293,M       ,32.287,52,UNV     ,CAS     ,19,115,SANTIAGO        ,162.279,551.398,0,0,0,0,0,1,8.000.000,NO,FUGA
294,M       ,5.710.362,40,MED     ,CAS     ,22,89,SANTIAGO        ,1.334.656,0,0,439,789,367,1,2,700.000,NO,FUGA
295,M       ,285.856,29,MED     ,SOL     ,153,298,LLANQUIHUE      ,0,460.247,0,95.604,0,0,129,0,1.600.000,NO,NO FUGA
296,M       ,36.853,46,MED     ,CAS     ,55,90,SANTIAGO        ,0,88.844,0,185.106,574,14.506,9,1,4.300.000,NO,FUGA
297,F       ,48.051,42,TEC     ,SOL     ,120,85,SANTIAGO        ,0,375.715,0,0,354,0,265,1,4.400.000,SI,NO FUGA
298,M       ,931.015,37,TEC     ,CAS     ,79,131,RANCAGUA        ,103.302,1.855.909,0,18.302,788,6.863,755,1,4.100.000,NO,NO FUGA
299,M       ,360.151,54,UNV     ,,122,516,SAN ANTONIO        ,0,0,0,0,0,779,0,0,2.000.000,NO,NO FUGA
300,M       ,1.298.365,44,UNV     ,CAS     ,31,119,SANTIAGO        ,0,22.223,0,0,203,0,0,2,1.700.000,NO,FUGA
301,M       ,247.766,52,UNV     ,SOL     ,35,112,SANTIAGO        ,0,300.818,0,349.889,0,0,6,1,1.400.000,NO,FUGA
302,F       ,319.643,37,UNV     ,CAS     ,90,80,SANTIAGO        ,328.814,208.817,0,167.027,433,0,14,1,550.000,NO,FUGA
303,M       ,342.149,47,UNV     ,SOL     ,24,90,SANTIAGO        ,0,75.171,0,321.301,95,0,7,1,1.700.000,NO,FUGA
304,F       ,1.033.182,52,MED     ,CAS     ,27,226,CONCEPCION      ,0,916.312,0,0,18,11.492,5.545,1,4.900.000,NO,NO FUGA
305,M       ,2.306,51,UNV     ,CAS     ,55,90,SANTIAGO        ,1.554.681,2.500,0,67.075,5,764,299,1,4.200.000,NO,FUGA
306,F       ,264.480,50,MED     ,SOL     ,138,1,ARICA           ,166.440,15.880,0,113.418,298,0,68,1,3.500.000,NO,FUGA
307,F       ,276.651,53,TEC     ,CAS     ,103,115,SANTIAGO        ,0,99.607,0,130.761,0,1.254,0,1,1.800.000,SI,FUGA
308,F       ,188.375,50,MED     ,CAS     ,138,1,ARICA           ,0,116.721,0,246.322,0,0,0,1,1.200.000,NO,FUGA
309,M       ,472.695,33,UNV     ,CAS     ,92,105,SANTIAGO        ,0,3.817,0,196.336,71,0,366,2,3.100.000,SI,FUGA
310,M       ,1.286.106,47,UNV     ,SEP     ,138,1,ARICA           ,0,163.180,0,0,11,8.033,10.217,1,6.600.000,NO,FUGA
311,M       ,427.654,47,UNV     ,SOL     ,138,1,ARICA           ,611.344,177.878,0,0,307,29.679,0,1,1.700.000,NO,FUGA
312,M       ,180.261,28,UNV     ,SOL     ,61,285,SAN PABLO       ,0,350.358,0,101.032,719,17.356,10.642,2,4.000.000,NO,NO FUGA
313,F       ,1.095.538,40,MED     ,CAS     ,52,118,SANTIAGO        ,0,126,0,183.249,1.615,0,107,3,4.500.000,SI,FUGA
314,M       ,522.812,33,TEC     ,SOL     ,21,502,CALAMA    ,873.383,116.572,0,39.472,441,0,460,1,2.700.000,NO,NO FUGA
315,M       ,264.567,51,UNV     ,SOL     ,48,98,SANTIAGO        ,36.745,232.377,0,204.835,915,0,93,1,2.700.000,SI,FUGA
316,M       ,447.137,55,TEC     ,SOL     ,40,67,VINA DEL MAR    ,0,491.371,0,0,42,0,0,1,5.300.000,NO,NO FUGA
317,M       ,510.103,23,TEC     ,SOL     ,90,97,SANTIAGO        ,0,132.939,0,62.210,0,0,6.308,1,2.200.000,NO,FUGA
318,F       ,465.052,53,UNV     ,SOL     ,73,93,SANTIAGO        ,0,23,0,203.197,94,0,494,3,1.800.000,SI,FUGA
319,F       ,134.447,54,MED     ,CAS     ,77,227,TALCAHUANO      ,0,592.300,0,23.775,938,0,1,1,1.700.000,NO,NO FUGA
320,M       ,171.914,58,UNV     ,SOL     ,43,70,QUILPUE         ,0,29.625,11.560,1.199.379,0,0,3.129,0,2.200.000,NO,NO FUGA
321,M       ,827.492,47,UNV     ,CAS     ,138,1,ARICA           ,717.466,30.801,0,0,2.524,0,92,1,2.900.000,SI,FUGA
322,M       ,15.308,50,MED     ,CAS     ,37,115,SANTIAGO        ,0,0,0,225.472,0,0,118,1,2.600.000,NO,FUGA
323,M       ,253.211,47,UNV     ,CAS     ,90,89,SANTIAGO        ,405.678,133.032,0,6.562,555,0,46,1,1.600.000,SI,NO FUGA
324,M       ,293.976,47,MED     ,SOL     ,138,1,ARICA           ,0,227.704,0,141.766,0,0,150,1,2.400.000,SI,FUGA
325,F       ,680.280,33,TEC     ,CAS     ,90,23,CALDERA         ,0,173.544,0,0,4,0,7.732,1,3.700.000,NO,NO FUGA
326,F       ,18.445,50,TEC     ,SOL     ,98,122,MELIPILLA       ,0,0,0,0,0,0,0,0,2.000.000,SI,NO FUGA
327,M       ,79.958,48,UNV     ,SEP     ,138,1,ARICA           ,0,503.857,0,0,710,0,0,2,5.000.000,NO,FUGA
328,F       ,303.602,54,TEC     ,CAS     ,122,516,SAN ANTONIO        ,0,0,0,0,0,950,0,0,2.000.000,NO,NO FUGA
329,F       ,3.346.030,41,MED     ,SOL     ,144,85,SANTIAGO        ,0,799.433,0,71.016,0,7.308,0,0,8.000.000,NO,NO FUGA
330,F       ,866.585,28,UNV     ,CAS     ,44,173,TALCA           ,0,2.079.662,0,0,12,0,0,1,2.400.000,NO,NO FUGA
331,M       ,5.128.367,38,UNV     ,CAS     ,35,106,SANTIAGO        ,0,2.800,0,0,153,0,86,1,5.100.000,NO,FUGA
332,M       ,459.852,50,TEC     ,CAS     ,138,1,ARICA           ,0,139.364,0,102.482,68,0,138,1,2.600.000,NO,FUGA
333,M       ,1.587.801,40,MED     ,CAS     ,79,148,SAN FERNANDO    ,1.135.704,789.549,0,2.267.465,2.217,16.929,2.184,1,8.000.000,NO,NO FUGA
334,F       ,251.533,52,UNV     ,CAS     ,31,119,SANTIAGO        ,0,0,0,0,41,0,0,1,2.400.000,NO,FUGA
335,M       ,31.175,51,UNV     ,CAS     ,69,85,SANTIAGO        ,4.624.386,2.122.310,0,78.740,7.464,0,1.541,3,8.000.000,NO,FUGA
336,F       ,431.061,42,TEC     ,CAS     ,38,103,SANTIAGO        ,0,3.222,0,0,16,0,17,1,2.100.000,NO,NO FUGA
337,M       ,388.941,46,MED     ,CAS     ,138,1,ARICA           ,0,299.701,0,84.655,117,0,0,2,600.000,NO,FUGA
338,F       ,1.261.694,51,MED     ,CAS     ,60,291,PUERTO MONTT    ,0,189.591,0,0,343,569,0,2,8.000.000,NO,NO FUGA
339,M       ,1.353.052,47,UNV     ,CAS     ,31,119,SANTIAGO        ,0,291.635,0,607.682,3.309,0,15.414,3,7.800.000,NO,FUGA
340,M       ,2.128.270,43,UNV     ,CAS     ,71,88,SANTIAGO        ,0,64.666,0,241.062,0,0,214,1,1.900.000,NO,FUGA
341,M       ,935.002,45,TEC     ,VIU     ,138,1,ARICA           ,0,27.596,0,262.465,847,36.113,667,2,5.700.000,NO,FUGA
342,M       ,64.041,39,UNV     ,CAS     ,25,92,SANTIAGO        ,0,0,0,41.080,14,13.290,2,1,2.800.000,NO,NO FUGA
343,F       ,1.622.840,53,MED     ,CAS     ,53,80,SANTIAGO        ,0,0,0,0,8.350,0,71.826,3,8.000.000,NO,NO FUGA
344,M       ,173.377,51,TEC     ,SEP     ,13,80,SANTIAGO        ,0,443.705,0,64.279,158,0,47,1,2.500.000,NO,FUGA
345,M       ,34.046,45,MED     ,CAS     ,55,90,SANTIAGO        ,0,1.264.980,0,0,3,19.127,884,1,2.900.000,NO,FUGA
346,F       ,226.692,36,TEC     ,VIU     ,21,502,CALAMA    ,0,281.808,1.064.726,28.132,16,4.289,105,1,5.300.000,NO,NO FUGA
347,M       ,648.622,32,TEC     ,CAS     ,129,105,SANTIAGO        ,2.234.317,801.122,0,615.623,2.283,8.250,441,2,5.200.000,NO,FUGA
348,F       ,5.589.740,31,TEC     ,SOL     ,29,93,SANTIAGO        ,0,173.571,0,41.157,45,0,82,1,1.600.000,NO,NO FUGA
349,F       ,7.944,43,TEC     ,SOL     ,81,59,QUILLOTA        ,0,282.993,0,181.114,0,1.197,0,0,5.700.000,SI,NO FUGA
350,M       ,983.523,42,UNV     ,CAS     ,52,104,SANTIAGO        ,0,18.521,0,4.773,0,0,0,1,5.400.000,NO,FUGA
351,M       ,3.904.464,43,UNV     ,CAS     ,80,89,SANTIAGO        ,0,45.269,2.985.475,0,3.629,0,9.181,2,2.100.000,NO,FUGA
352,F       ,406.726,36,TEC     ,SOL     ,141,31,COQUIMBO        ,0,21.360,0,0,449,0,0,1,4.500.000,NO,NO FUGA
353,F       ,1.428.396,50,BAS     ,CAS     ,138,88,SANTIAGO        ,0,426.336,0,0,0,1.618,0,0,8.000.000,SI,NO FUGA
354,F       ,918.608,52,TEC     ,SOL     ,39,80,SANTIAGO        ,0,154.249,0,709.456,505,0,10.839,3,5.700.000,SI,NO FUGA
355,M       ,24.525,40,MED     ,CAS     ,55,90,SANTIAGO        ,1.154.370,80.051,0,96.495,952,402,134,2,4.500.000,NO,FUGA
356,M       ,3.740.965,41,UNV     ,CAS     ,55,90,SANTIAGO        ,0,135.252,0,156,14,0,18.380,1,3.200.000,NO,FUGA
357,M       ,60.099,33,UNV     ,SOL     ,32,105,SANTIAGO        ,0,167.342,0,443.572,0,0,1.171,1,2.200.000,NO,NO FUGA
358,M       ,227.774,39,UNV     ,CAS     ,25,92,SANTIAGO        ,0,0,0,1.958,16,5.516,57,1,2.800.000,NO,NO FUGA
359,F       ,491.101,32,UNV     ,CAS     ,34,29,LA SERENA       ,0,208.927,0,161.945,0,0,45,0,2.000.000,NO,NO FUGA
360,M       ,524.328,51,UNV     ,CAS     ,138,1,ARICA           ,0,111.277,0,852.443,620,0,1.387,2,800.000,NO,FUGA
361,F       ,1.635.026,50,MED     ,CAS     ,13,16,ANTOFAGASTA     ,0,701.074,0,0,3.558,0,62,2,8.000.000,NO,NO FUGA
362,F       ,33.356,45,TEC     ,SOL     ,74,272,VALDIVIA        ,0,238.407,0,0,2.331,8.317,21,3,800.000,SI,NO FUGA
363,F       ,197.013,48,MED     ,CAS     ,52,86,SANTIAGO        ,0,536.621,0,0,732,0,0,1,8.000.000,NO,NO FUGA
364,M       ,27.839,45,UNV     ,SEP     ,55,90,SANTIAGO        ,0,295.089,0,117.715,2,0,189,1,4.200.000,NO,FUGA
365,M       ,315.400,26,UNV     ,SOL     ,74,80,SANTIAGO        ,0,383.732,0,8.280,19,0,0,1,2.100.000,NO,FUGA
366,M       ,159.708,35,TEC     ,CAS     ,90,105,SANTIAGO        ,77.263,122.597,0,94.364,150,1.923,358,1,2.800.000,SI,NO FUGA
367,M       ,40.161,44,UNV     ,CAS     ,55,90,SANTIAGO        ,0,8.270,0,564.746,29,0,358,1,1.800.000,NO,FUGA
368,M       ,2.583.894,42,MED     ,CAS     ,19,115,SANTIAGO        ,0,255.447,0,0,31,0,204,1,8.000.000,NO,NO FUGA
369,F       ,233.664,55,MED     ,SOL     ,90,103,SANTIAGO        ,0,478.947,0,0,24,10.705,44,1,6.000.000,NO,NO FUGA
370,M       ,4.066.071,43,UNV     ,CAS     ,55,90,SANTIAGO        ,0,227.528,0,0,60,0,28.190,1,5.200.000,NO,FUGA
371,F       ,20.412,40,TEC     ,SOL     ,85,92,SANTIAGO        ,0,99.671,0,0,225,1.631,0,1,7.200.000,SI,NO FUGA
372,M       ,38.938,27,UNV     ,SOL     ,13,16,ANTOFAGASTA     ,0,495.704,0,0,12,0,0,1,2.700.000,NO,NO FUGA
373,F       ,15.785,56,TEC     ,SOL     ,0,66,VALPARAISO      ,0,591.546,0,0,0,540,599,0,1.300.000,SI,NO FUGA
374,M       ,206.412,43,MED     ,CAS     ,31,119,SANTIAGO        ,0,159.271,0,35.154,203,0,1.098,1,2.100.000,SI,FUGA
375,M       ,18.413,40,UNV     ,CAS     ,16,88,SANTIAGO        ,0,155.254,0,243.370,71,30.415,4,1,5.300.000,NO,FUGA
376,M       ,308.199,31,UNV     ,CAS     ,129,101,SANTIAGO        ,0,76.798,0,212.181,11,0,110,1,1.800.000,NO,NO FUGA
377,M       ,438.997,41,UNV     ,CAS     ,41,88,SANTIAGO        ,0,285.238,0,51.272,0,0,0,1,1.600.000,SI,FUGA
